Name,height,weight,birthdate,experience,bmi
lazar hayward,78.0,225.0,1986-11-26,4,25.99852071005917
tibor pleiss,87.0,256.0,1989-11-02,2,23.77698507068305
dexter pittman,83.0,285.0,1988-03-02,4,29.083321236754244
hassan whiteside,84.0,265.0,1989-06-13,11,26.40235260770975
armon johnson,75.0,195.0,1989-02-23,3,24.370666666666665
nemanja bjelica,81.0,234.0,1988-05-09,8,25.07270233196159
darington hobson,79.0,210.0,1987-09-29,1,23.65486300272392
landry fields,79.0,215.0,1988-06-27,5,24.218074026598302
lance stephenson,77.0,210.0,1990-09-05,11,24.899645808736718
jarvis varnado,81.0,230.0,1988-03-01,2,24.64410912970584
devin ebanks,81.0,215.0,1989-10-28,4,23.03688462124676
jerome jordan,84.0,253.0,1986-09-29,3,25.206774376417233
solomon alabi,85.0,252.0,1988-03-21,3,24.519861591695502
luke harangody,79.0,245.0,1988-01-02,3,27.597340169844575
jeremy evans,81.0,200.0,1987-10-24,7,21.429660112787683
hamady ndiaye,84.0,235.0,1987-01-12,3,23.413407029478456
ben uzoh,75.0,205.0,1988-03-18,3,25.620444444444445
donald sloan,75.0,205.0,1988-01-15,6,25.620444444444445
timofey mozgov,85.0,275.0,1986-07-16,10,26.757785467128027
gary neal,76.0,210.0,1984-10-03,7,25.55921052631579
jeremy lin,75.0,200.0,1988-08-23,10,24.995555555555555
samardo samuels,,,1989-01-09,3,
ish smith,72.0,175.0,1988-07-05,14,23.73167438271605
jeff adrien,,,1986-02-10,6,
jerome dyson,75.0,180.0,1987-05-01,2,22.496
elijah millsap,79.0,215.0,1987-08-12,4,24.218074026598302
marcus cousin,83.0,255.0,1986-12-18,2,26.02191900130643
manny harris,77.0,185.0,1989-09-21,5,21.935402260077584
justin dentmon,71.0,185.0,1985-09-05,2,25.799444554651856
chris johnson,83.0,210.0,1985-07-17,4,21.429815648134706
lance thomas,80.0,225.0,1988-04-24,10,24.71484375
jerry smith,74.0,190.0,1987-09-26,1,24.39189189189189
arinze onuaku,81.0,255.0,1987-07-13,3,27.3228166438043
courtney fortson,71.0,185.0,1988-05-23,2,25.799444554651856
kyrie irving,74.0,195.0,1992-03-23,14,25.033783783783782
derrick williams,80.0,240.0,1991-05-25,7,26.3625
enes freedom,82.0,250.0,1992-05-20,11,26.137715645449138
tristan thompson,81.0,254.0,1991-03-13,15,27.21566834324036
jonas valanciunas,83.0,265.0,1992-05-06,13,27.04238641312237
jan vesely,84.0,242.0,1990-04-24,3,24.110827664399093
bismack biyombo,80.0,255.0,1992-08-28,14,28.01015625
brandon knight,74.0,182.0,1991-12-02,9,23.364864864864863
kemba walker,72.0,184.0,1990-05-08,12,24.95216049382716
jimmer fredette,74.0,195.0,1989-02-25,7,25.033783783783782
klay thompson,77.0,220.0,1990-02-08,14,26.085343228200372
alec burks,77.0,214.0,1991-07-20,15,25.37392477652218
markieff morris,81.0,245.0,1989-09-02,15,26.251333638164915
marcus morris sr.,80.0,218.0,1989-09-02,14,23.9459375
kawhi leonard,78.0,225.0,1991-06-29,14,25.99852071005917
nikola vucevic,81.0,265.0,1990-10-24,14,28.39429964944368
iman shumpert,77.0,212.0,1990-06-26,10,25.136785292629447
chris singleton,81.0,228.0,1989-11-21,3,24.429812528577962
tobias harris,80.0,226.0,1992-07-15,14,24.8246875
donatas motiejunas,84.0,220.0,1990-09-20,7,21.918934240362812
nolan smith,74.0,185.0,1988-07-25,3,23.75
kenneth faried,80.0,220.0,1989-11-19,9,24.165625
nikola mirotic,82.0,250.0,1991-02-11,6,26.137715645449138
reggie jackson,74.0,208.0,1990-04-16,13,26.7027027027027
marshon brooks,77.0,200.0,1989-01-26,5,23.713948389273064
jordan hamilton,79.0,220.0,1990-10-06,6,24.78128505047268
jajuan johnson,82.0,221.0,1989-02-08,2,23.10574063057704
norris cole,74.0,175.0,1988-10-13,7,22.466216216216218
cory joseph,74.0,200.0,1991-08-20,15,25.675675675675677
jimmy butler,78.0,230.0,1989-09-14,14,26.576265614727152
bojan bogdanovic,79.0,226.0,1989-04-18,11,25.457138279121935
justin harper,82.0,225.0,1989-08-30,3,23.523944080904222
kyle singler,80.0,228.0,1988-05-04,6,25.044375
shelvin mack,75.0,203.0,1990-04-22,9,25.37048888888889
tyler honeycutt,80.0,188.0,1990-07-15,2,20.650625
jordan williams,82.0,260.0,1990-10-11,2,27.183224271267104
chandler parsons,81.0,230.0,1988-10-25,9,24.64410912970584
trey thompkins,82.0,245.0,1990-05-29,2,25.614961332540155
jon leuer,82.0,228.0,1989-05-14,9,23.837596668649613
jeremy tyler,82.0,250.0,1991-06-21,4,26.137715645449138
davis bertans,82.0,225.0,1992-11-12,9,23.523944080904222
darius morris,76.0,195.0,1991-01-03,5,23.73355263157895
malcolm lee,77.0,200.0,1990-05-22,3,23.713948389273064
charles jenkins,75.0,215.0,1989-02-28,3,26.87022222222222
josh harrellson,82.0,275.0,1989-02-12,4,28.75148720999405
andrew goudelock,75.0,200.0,1988-12-07,4,24.995555555555555
travis leslie,,,1990-03-29,2,
josh selby,74.0,183.0,1991-03-27,2,23.493243243243242
lavoy allen,81.0,260.0,1989-02-04,7,27.85855814662399
vernon macklin,82.0,227.0,1986-09-25,2,23.733045806067818
deandre liggins,78.0,209.0,1988-03-31,6,24.14973701512163
e'twaun moore,75.0,191.0,1989-02-25,11,23.870755555555554
isaiah thomas,69.0,185.0,1989-02-07,13,27.31674018063432
edwin ubiles,78.0,204.0,1986-11-26,1,23.57199211045365
cory higgins,77.0,180.0,1989-06-14,2,21.34255355034576
dwight buycks,75.0,190.0,1989-03-06,3,23.74577777777778
d.j. kennedy,77.0,214.0,1989-11-05,2,25.37392477652218
mychel thompson,78.0,211.0,1988-06-01,2,24.380834976988822
chris wright,81.0,226.0,1988-09-30,3,24.215515927450085
jeff foote,84.0,265.0,1987-07-14,1,26.40235260770975
xavier silas,77.0,205.0,1988-01-22,3,24.306797099004893
julyan stone,78.0,200.0,1988-12-07,4,23.109796186719265
jeremy pargo,74.0,219.0,1986-03-17,3,28.114864864864863
malcolm thomas,81.0,225.0,1988-11-08,4,24.108367626886146
brad wanamaker,75.0,210.0,1989-07-25,4,26.245333333333335
greg smith,77.0,195.0,1947-01-28,8,23.12109967954124
gustavo ayon,,,1985-04-01,3,
anthony davis,82.0,253.0,1993-03-11,13,26.451368233194525
michael kidd-gilchrist,78.0,232.0,1993-09-26,9,26.807363576594344
bradley beal,76.0,207.0,1993-06-28,13,25.19407894736842
dion waiters,75.0,210.0,1991-12-10,9,26.245333333333335
thomas robinson,82.0,237.0,1991-03-17,6,24.778554431885784
damian lillard,74.0,200.0,1990-07-15,13,25.675675675675677
terrence ross,79.0,206.0,1991-02-05,12,23.20429418362442
andre drummond,83.0,279.0,1993-08-10,13,28.471040789664684
harrison barnes,79.0,225.0,1992-05-30,13,25.34449607434706
austin rivers,76.0,200.0,1992-08-01,12,24.342105263157894
meyers leonard,84.0,260.0,1992-02-27,11,25.90419501133787
jeremy lamb,77.0,180.0,1992-05-30,11,21.34255355034576
kendall marshall,76.0,200.0,1991-08-19,5,24.342105263157894
john henson,81.0,219.0,1990-12-28,9,23.465477823502514
maurice harkless,79.0,220.0,1993-05-11,11,24.78128505047268
tyler zeller,83.0,250.0,1990-01-17,9,25.51168529539846
terrence jones,81.0,252.0,1992-01-09,6,27.001371742112482
andrew nicholson,81.0,250.0,1989-12-08,6,26.787075140984605
evan fournier,78.0,205.0,1992-10-29,13,23.687541091387246
jared sullinger,81.0,260.0,1992-03-04,5,27.85855814662399
fab melo,84.0,255.0,1990-06-20,2,25.406037414965986
john jenkins,76.0,215.0,1991-03-06,7,26.167763157894736
jared cunningham,76.0,195.0,1991-05-22,5,23.73355263157895
tony wroten,78.0,205.0,1993-04-13,5,23.687541091387246
miles plumlee,83.0,249.0,1988-09-01,8,25.40963855421687
arnett moultrie,82.0,240.0,1990-11-18,2,25.09220701963117
perry jones iii,83.0,235.0,1991-09-24,4,23.980984177674554
marquis teague,74.0,189.0,1993-02-28,3,24.263513513513512
festus ezeli,83.0,265.0,1989-10-21,4,27.04238641312237
jeffery taylor,,,1989-05-23,3,
tomas satoransky,79.0,210.0,1991-10-30,7,23.65486300272392
bernard james,82.0,235.0,1985-02-07,3,24.56945270672219
jae crowder,78.0,235.0,1990-07-06,14,27.154010519395136
draymond green,78.0,230.0,1990-03-04,13,26.576265614727152
orlando johnson,77.0,220.0,1989-03-11,4,26.085343228200372
quincy acy,79.0,240.0,1990-10-06,7,27.034129145970198
quincy miller,81.0,210.0,1992-11-18,4,22.50114311842707
khris middleton,79.0,222.0,1991-08-12,13,25.006569460022433
will barton,77.0,181.0,1991-01-06,12,21.461123292292122
tyshawn taylor,75.0,185.0,1990-04-12,2,23.12088888888889
doron lamb,76.0,200.0,1991-11-06,2,24.342105263157894
mike scott,79.0,237.0,1988-07-16,10,26.696202531645568
kim english,78.0,200.0,1988-09-24,2,23.109796186719265
justin hamilton,84.0,255.0,1990-04-01,4,25.406037414965986
darius miller,78.0,225.0,1990-03-21,6,25.99852071005917
kevin murphy,78.0,185.0,1990-03-06,2,21.37656147271532
kostas papanikolaou,80.0,235.0,1990-07-31,2,25.81328125
kyle o'quinn,81.0,250.0,1990-03-26,9,26.787075140984605
kris joseph,79.0,210.0,1988-12-17,2,23.65486300272392
furkan aldemir,82.0,240.0,1991-08-09,2,25.09220701963117
tornike shengelia,81.0,220.0,1991-10-05,2,23.572626124066453
darius johnson-odom,74.0,215.0,1989-09-28,3,27.60135135135135
robbie hummel,81.0,219.0,1989-03-08,3,23.465477823502514
robert sacre,84.0,270.0,1989-06-06,5,26.900510204081634
ognjen kuzmic,84.0,260.0,1990-05-16,2,25.90419501133787
hollis thompson,80.0,206.0,1991-04-03,5,22.6278125
viacheslav kravtsov,83.0,254.0,1987-08-25,2,25.919872260124837
mirza teletovic,81.0,242.0,1985-09-17,6,25.9298887364731
chris copeland,81.0,239.0,1984-03-17,5,25.608443834781283
pablo prigioni,75.0,185.0,1977-05-17,5,23.12088888888889
alexey shved,78.0,187.0,1988-12-16,3,21.607659434582512
kent bazemore,76.0,195.0,1989-07-01,11,23.73355263157895
maalik wayns,73.0,195.0,1991-05-02,3,25.724338525051603
brian roberts,73.0,173.0,1985-12-03,6,22.822105460686807
henry sims,82.0,248.0,1990-03-27,5,25.928613920285546
kevin jones,80.0,260.0,1989-08-25,2,28.559375
scott machado,73.0,205.0,1990-06-08,2,27.043535372490147
ben hansbrough,75.0,203.0,1987-12-23,2,25.37048888888889
willie reed,83.0,245.0,1990-05-16,3,25.001451589490493
diante garrett,76.0,190.0,1988-11-03,2,23.125
dequan jones,80.0,221.0,1990-06-20,2,24.27546875
justin holiday,78.0,180.0,1989-04-05,12,20.798816568047336
jamychal green,81.0,227.0,1990-06-21,10,24.322664228014023
james nunnally,79.0,205.0,1990-07-14,4,23.091651978849544
jorge gutierrez,75.0,189.0,1988-12-27,4,23.6208
toure' murry,77.0,195.0,1989-11-08,3,23.12109967954124
glen rice,80.0,228.0,1967-05-28,15,25.044375
aron baynes,82.0,260.0,1986-12-09,10,27.183224271267104
nerlens noel,82.0,220.0,1994-04-10,10,23.001189767995243
alex len,84.0,250.0,1993-06-16,13,24.907879818594104
allen crabbe,77.0,212.0,1992-04-09,7,25.136785292629447
andre roberson,79.0,210.0,1991-12-04,7,23.65486300272392
anthony bennett,80.0,235.0,1993-03-14,5,25.81328125
archie goodwin,77.0,205.0,1994-08-17,5,24.306797099004893
ben mclemore,75.0,195.0,1993-02-11,10,24.370666666666665
brandon paul,76.0,200.0,1991-04-30,1,24.342105263157894
carrick felix,78.0,201.0,1990-08-17,2,23.22534516765286
cj mccollum,75.0,190.0,1991-09-19,12,23.74577777777778
cody zeller,83.0,240.0,1992-10-05,12,24.49121788358252
dennis schroder,73.0,175.0,1993-09-15,12,23.085944830174515
dewayne dedmon,82.0,245.0,1989-08-12,11,25.614961332540155
dj stephens,77.0,188.0,1990-12-19,2,22.29111148591668
erick green,76.0,185.0,1991-05-09,2,22.51644736842105
gorgui dieng,82.0,248.0,1990-01-18,11,25.928613920285546
isaiah canaan,72.0,200.0,1991-05-21,6,27.121913580246915
jamaal franklin,77.0,191.0,1991-07-21,3,22.646820711755776
james southerland,80.0,215.0,1990-04-28,1,23.61640625
jeff withey,84.0,230.0,1990-03-07,5,22.915249433106577
kelly olynyk,84.0,240.0,1991-04-19,12,23.91156462585034
kentavious caldwell-pope,77.0,204.0,1993-02-18,12,24.188227357058526
lorenzo brown,77.0,189.0,1990-08-26,5,22.409681227863047
mason plumlee,84.0,254.0,1990-03-05,12,25.30640589569161
michael carter-williams,77.0,190.0,1991-10-10,10,22.528250969809413
mike muscala,82.0,240.0,1991-07-01,12,25.09220701963117
nate wolters,76.0,190.0,1991-05-15,3,23.125
otto porter jr.,80.0,230.0,1993-06-03,11,25.2640625
peyton siva,72.0,185.0,1990-10-24,1,25.087770061728396
ray mccallum,75.0,190.0,1991-06-12,4,23.74577777777778
reggie bullock,78.0,205.0,1991-03-16,12,23.687541091387246
ricky ledo,79.0,195.0,1992-09-10,2,21.965229931100787
robert covington,79.0,209.0,1990-12-14,12,23.542220797949046
rudy gobert,85.0,258.0,1992-06-26,12,25.103667820069205
shabazz muhammad,78.0,221.0,1992-11-13,6,25.536324786324787
shane larkin,71.0,175.0,1992-10-02,4,24.404879984130133
steven adams,83.0,265.0,1993-07-20,12,27.04238641312237
tim hardaway jr.,77.0,205.0,1992-03-16,12,24.306797099004893
tony mitchell,78.0,216.0,1989-08-07,2,24.958579881656803
tony snell,78.0,213.0,1991-11-10,10,24.611932938856015
trey burke,72.0,185.0,1992-11-12,10,25.087770061728396
vander blue,77.0,200.0,1992-07-17,3,23.713948389273064
victor oladipo,75.0,213.0,1992-05-04,11,26.620266666666666
giannis antetokounmpo,83.0,243.0,1994-12-06,12,24.797358107127305
sergey karasev,79.0,208.0,1993-10-26,4,23.42957859317417
pierre jackson,70.0,180.0,1991-08-29,1,25.824489795918367
grant jerrett,82.0,232.0,1993-07-08,2,24.2558001189768
lucas nogueira,84.0,220.0,1992-07-26,5,21.918934240362812
erik murphy,82.0,230.0,1990-10-26,1,24.046698393813205
phil pressey,71.0,175.0,1991-02-17,4,24.404879984130133
james ennis iii,78.0,215.0,1990-07-01,8,24.843030900723207
nemanja nedovic,75.0,192.0,1991-06-16,2,23.995733333333334
alex abrines,78.0,200.0,1993-08-01,3,23.109796186719265
matthew dellavedova,75.0,200.0,1990-09-08,10,24.995555555555555
solomon hill,78.0,226.0,1991-03-18,9,26.114069690992768
raul neto,74.0,180.0,1992-05-19,9,23.10810810810811
ryan kelly,83.0,230.0,1991-04-09,5,23.470750471766586
joffrey lauvergne,83.0,260.0,1991-09-30,5,26.5321527072144
gal mekel,75.0,191.0,1988-03-04,2,23.870755555555554
gigi datome,80.0,215.0,1987-11-27,2,23.61640625
vitor faverani,83.0,260.0,1988-05-05,2,26.5321527072144
pero antic,83.0,260.0,1982-07-29,2,26.5321527072144
miroslav raduljica,84.0,250.0,1988-01-05,2,24.907879818594104
ian clark,75.0,175.0,1991-03-07,7,21.871111111111112
seth curry,73.0,185.0,1990-08-23,12,24.40514167761306
brandon davies,82.0,240.0,1991-07-25,2,25.09220701963117
patrick christopher,,,1988-06-03,1,
chris babb,77.0,225.0,1990-02-14,3,26.678191937932198
larry drew ii,74.0,180.0,1990-03-05,2,23.10810810810811
troy daniels,76.0,200.0,1991-07-15,8,24.342105263157894
rodney mcgruder,76.0,205.0,1991-07-29,8,24.950657894736842
jonathon simmons,78.0,195.0,1989-09-14,5,22.53205128205128
thanasis antetokounmpo,79.0,219.0,1992-07-18,6,24.668642845697804
norvel pelle,82.0,231.0,1993-02-03,4,24.151249256395005
josh magette,73.0,160.0,1989-11-28,2,21.1071495590167
c.j. williams,77.0,226.0,1990-02-06,3,26.796761679878564
pj hairston,78.0,230.0,1992-12-24,3,26.576265614727152
will cherry,,,1991-02-08,2,
casper ware,,,1990-01-17,6,
scotty hopson,79.0,204.0,1989-08-08,4,22.97900977407467
russ smith,72.0,165.0,1991-04-19,2,22.375578703703702
shabazz napier,72.0,175.0,1991-07-14,7,23.73167438271605
jordan mcrae,77.0,179.0,1991-03-28,5,21.223983808399392
zach lavine,77.0,200.0,1995-03-10,11,23.713948389273064
tyler ennis,75.0,194.0,1994-08-24,4,24.24568888888889
markel brown,75.0,190.0,1992-01-29,4,23.74577777777778
elfrid payton,75.0,195.0,1994-02-22,10,24.370666666666665
semaj christon,75.0,190.0,1992-11-01,2,23.74577777777778
jordan clarkson,77.0,194.0,1992-06-07,11,23.002529937594872
devyn marble,78.0,200.0,1992-09-21,3,23.109796186719265
kj mcdaniels,78.0,205.0,1993-02-09,4,23.687541091387246
nick johnson,75.0,202.0,1992-12-22,2,25.24551111111111
c.j. wilcox,77.0,195.0,1990-12-30,4,23.12109967954124
jabari brown,77.0,214.0,1992-12-18,2,25.37392477652218
gary harris,76.0,210.0,1994-09-14,11,25.55921052631579
spencer dinwiddie,77.0,215.0,1993-04-06,12,25.492494518468543
nik stauskas,78.0,207.0,1993-10-07,7,23.918639053254438
rodney hood,80.0,208.0,1992-10-20,9,22.8475
jordan adams,77.0,209.0,1994-07-08,3,24.78107606679035
khem birch,80.0,233.0,1992-09-28,7,25.59359375
cleanthony early,80.0,210.0,1991-04-17,3,23.0671875
glenn robinson iii,78.0,222.0,1994-01-08,8,25.651873767258383
james young,78.0,215.0,1995-08-16,5,24.843030900723207
jerami grant,79.0,213.0,1994-03-12,11,23.99278961704855
joe harris,78.0,220.0,1991-09-06,10,25.42077580539119
doug mcdermott,79.0,225.0,1992-01-03,11,25.34449607434706
cory jefferson,81.0,218.0,1990-12-26,3,23.358329522938575
sean kilpatrick,76.0,212.0,1990-01-06,4,25.80263157894737
aaron gordon,80.0,235.0,1995-09-16,11,25.81328125
t.j. warren,80.0,220.0,1993-09-05,10,24.165625
lamar patterson,77.0,225.0,1991-08-12,2,26.678191937932198
marcus smart,75.0,220.0,1994-03-06,11,27.49511111111111
kyle anderson,80.0,230.0,1993-09-20,11,25.2640625
dwight powell,82.0,240.0,1991-07-20,11,25.09220701963117
adreian payne,82.0,237.0,1991-02-19,4,24.778554431885784
noah vonleh,82.0,257.0,1995-08-24,8,26.869571683521713
julius randle,81.0,250.0,1994-11-29,11,26.787075140984605
johnny o'bryant iii,81.0,257.0,1993-06-01,5,27.537113244932176
cameron bairstow,81.0,250.0,1990-12-07,3,26.787075140984605
james michael mcadoo,81.0,230.0,1993-01-04,4,24.64410912970584
jarnell stokes,81.0,255.0,1994-01-07,4,27.3228166438043
jabari parker,79.0,245.0,1995-03-15,8,27.597340169844575
andrew wiggins,78.0,197.0,1995-02-23,11,22.763149243918473
bryce cotton,73.0,165.0,1992-08-11,3,21.76674798273597
joel embiid,84.0,270.0,1994-03-16,9,26.900510204081634
dante exum,77.0,214.0,1995-07-13,10,25.37392477652218
mitch mcgary,82.0,255.0,1992-06-06,3,26.66046995835812
jakarr sampson,79.0,214.0,1993-03-20,7,24.105431821823426
eric moreland,82.0,238.0,1991-12-24,5,24.88310529446758
josh huestis,79.0,230.0,1991-12-19,4,25.90770709822144
shayne whittington,83.0,250.0,1991-03-27,3,25.51168529539846
dario saric,82.0,225.0,1994-04-08,9,23.523944080904222
jamil wilson,79.0,229.0,1990-11-21,1,25.795064893446565
bogdan bogdanovic,77.0,225.0,1992-08-18,8,26.678191937932198
clint capela,82.0,256.0,1994-05-18,11,26.765020820939917
jusuf nurkic,83.0,290.0,1994-08-23,11,29.593554942662216
vasilije micic,75.0,188.0,1994-01-13,3,23.495822222222223
damien inglis,80.0,246.0,1995-05-20,2,27.0215625
bruno caboclo,81.0,218.0,1995-09-21,8,23.358329522938575
nikola jokic,83.0,284.0,1995-02-19,10,28.981274495572652
kristaps porzingis,86.0,240.0,1995-08-02,10,22.812330989724174
damjan rudez,82.0,228.0,1986-06-17,4,23.837596668649613
edy tavares,87.0,265.0,1992-03-22,3,24.61289470207425
tyler johnson,75.0,186.0,1992-05-07,8,23.245866666666668
jack cooley,82.0,274.0,1991-04-12,2,28.646936347412254
tarik black,81.0,250.0,1991-11-22,5,26.787075140984605
tim frazier,72.0,170.0,1990-11-01,8,23.053626543209877
travis wear,82.0,225.0,1990-09-21,3,23.523944080904222
langston galloway,73.0,200.0,1991-12-09,9,26.383936948770877
zoran dragic,77.0,200.0,1989-06-22,1,23.713948389273064
joe ingles,80.0,220.0,1987-10-02,11,24.165625
john holland,77.0,205.0,1988-11-06,2,24.306797099004893
david stockton,71.0,165.0,1991-06-24,3,23.01031541360841
drew gordon,81.0,245.0,1990-07-12,1,26.251333638164915
jarell eddie,79.0,218.0,1991-10-30,3,24.556000640922928
omari johnson,81.0,220.0,1989-05-26,2,23.572626124066453
xavier munford,76.0,173.0,1992-06-01,2,21.05592105263158
jahlil okafor,82.0,270.0,1995-12-15,6,28.22873289708507
t.j. mcconnell,73.0,190.0,1992-03-25,10,25.064740101332333
tyus jones,72.0,196.0,1996-05-10,10,26.579475308641975
emmanuel mudiay,75.0,200.0,1996-03-05,7,24.995555555555555
justin anderson,77.0,231.0,1993-11-19,7,27.38961038961039
cliff alexander,80.0,240.0,1995-11-16,2,26.3625
montrezl harrell,79.0,240.0,1994-01-26,9,27.034129145970198
anthony brown,79.0,224.0,1992-10-10,4,25.231853869572184
aaron harrison,78.0,210.0,1994-10-28,3,24.265285996055226
andrew harrison,78.0,213.0,1994-10-28,4,24.611932938856015
delon wright,77.0,185.0,1992-04-26,11,21.935402260077584
rj hunter,77.0,185.0,1993-10-24,5,21.935402260077584
sam dekker,80.0,219.0,1994-05-06,5,24.05578125
d'angelo russell,75.0,193.0,1996-02-23,10,24.12071111111111
richaun holmes,81.0,235.0,1993-10-15,11,25.17985063252553
karl-anthony towns,84.0,248.0,1995-11-15,10,24.70861678004535
justise winslow,78.0,222.0,1996-03-26,9,25.651873767258383
willie cauley-stein,84.0,240.0,1993-08-18,8,23.91156462585034
frank kaminsky,84.0,240.0,1993-04-04,9,23.91156462585034
kelly oubre jr.,80.0,210.0,1995-12-09,10,23.0671875
devin booker,77.0,206.0,1996-10-30,10,24.425366840951256
cameron payne,74.0,183.0,1994-08-08,10,23.493243243243242
trey lyles,81.0,234.0,1995-11-05,11,25.07270233196159
myles turner,83.0,250.0,1996-03-24,10,25.51168529539846
jerian grant,76.0,198.0,1992-10-09,6,24.098684210526315
stanley johnson,78.0,242.0,1996-05-29,8,27.96285338593031
bobby portis,81.0,250.0,1995-02-10,10,26.787075140984605
kevon looney,81.0,222.0,1996-02-06,10,23.78692272519433
christian wood,80.0,214.0,1995-09-27,9,23.5065625
rashad vaughn,78.0,202.0,1996-08-16,3,23.340894148586457
jordan mickey,80.0,235.0,1994-07-09,4,25.81328125
rakeem christmas,81.0,250.0,1991-12-01,3,26.787075140984605
dakari johnson,84.0,255.0,1995-09-22,1,25.406037414965986
rondae hollis-jefferson,78.0,217.0,1995-01-03,7,25.074128862590403
terry rozier,73.0,190.0,1994-03-17,11,25.064740101332333
norman powell,75.0,215.0,1993-05-25,10,26.87022222222222
chasson randle,74.0,185.0,1993-02-05,5,23.75
jarell martin,82.0,239.0,1994-05-24,5,24.987656157049376
quinn cook,73.0,180.0,1993-03-23,6,23.74554325389379
michael frazier ii,75.0,200.0,1994-03-08,2,24.995555555555555
pat connaughton,77.0,209.0,1993-01-06,10,24.78107606679035
chris mccullough,81.0,215.0,1995-02-05,4,23.03688462124676
willy hernangomez,83.0,250.0,1994-05-27,8,25.51168529539846
josh richardson,77.0,200.0,1993-09-15,9,23.713948389273064
joe young,74.0,185.0,1992-06-27,3,23.75
darrun hilliard,78.0,220.0,1993-04-13,4,25.42077580539119
larry nance jr.,78.0,245.0,1993-01-01,10,28.309500328731097
treveon graham,77.0,219.0,1993-10-28,5,25.966773486254006
keifer sykes,71.0,167.0,1993-12-30,2,23.289228327712756
mario hezonja,80.0,220.0,1995-02-25,6,24.165625
alan williams,80.0,265.0,1993-01-28,5,29.10859375
bryce dejean-jones,78.0,203.0,1992-08-21,1,23.456443129520054
royce o'neale,78.0,226.0,1993-06-05,8,26.114069690992768
cedi osman,79.0,230.0,1995-04-08,8,25.90770709822144
boban marjanovic,88.0,290.0,1988-08-15,10,26.326188016528924
cristiano felicio,83.0,270.0,1992-07-07,7,27.552620119030337
duje dukan,81.0,220.0,1991-12-04,2,23.572626124066453
axel toupane,79.0,210.0,1992-07-23,4,23.65486300272392
salah mejri,86.0,235.0,1986-06-15,5,22.33707409410492
maurice ndour,81.0,200.0,1992-06-18,2,21.429660112787683
malcolm miller,79.0,210.0,1993-03-06,4,23.65486300272392
marcelo huertas,75.0,200.0,1983-05-25,2,24.995555555555555
malcolm delaney,75.0,190.0,1989-03-11,2,23.74577777777778
jonathan gibson,74.0,185.0,1987-11-08,4,23.75
walt lemon jr.,75.0,180.0,1992-07-26,3,22.496
alex stepheson,82.0,270.0,1987-08-07,1,28.22873289708507
briante weber,74.0,165.0,1992-12-29,4,21.18243243243243
julian washburn,80.0,209.0,1991-12-18,2,22.95734375
ben simmons,82.0,240.0,1996-07-20,9,25.09220701963117
dragan bender,84.0,249.0,1997-11-17,4,24.80824829931973
domantas sabonis,82.0,240.0,1996-05-03,9,25.09220701963117
wade baldwin iv,76.0,200.0,1996-03-29,3,24.342105263157894
malik beasley,76.0,187.0,1996-11-26,10,22.75986842105263
marquese chriss,81.0,240.0,1997-07-02,7,25.715592135345222
deyonta davis,83.0,237.0,1996-12-02,4,24.18507766003774
kris dunn,75.0,205.0,1994-03-18,9,25.620444444444445
buddy hield,76.0,220.0,1992-12-17,9,26.776315789473685
henry ellenson,82.0,240.0,1997-01-13,6,25.09220701963117
brandon ingram,80.0,190.0,1997-09-02,9,20.8703125
demetrius jackson,73.0,201.0,1994-09-07,4,26.51585663351473
brice johnson,82.0,230.0,1994-06-27,2,24.046698393813205
damian jones,82.0,245.0,1995-06-30,9,25.614961332540155
skal labissiere,82.0,235.0,1996-03-18,5,24.56945270672219
caris levert,79.0,205.0,1994-08-25,9,23.091651978849544
thon maker,84.0,221.0,1997-02-25,6,22.018565759637188
dejounte murray,76.0,180.0,1996-09-19,9,21.907894736842106
jamal murray,76.0,215.0,1997-02-23,9,26.167763157894736
jakob poeltl,84.0,253.0,1995-10-15,9,25.206774376417233
taurean prince,78.0,218.0,1994-03-22,9,25.189677843524
zhou qi,85.0,210.0,1996-01-16,2,20.433217993079584
tyler ulis,70.0,160.0,1996-01-05,4,22.955102040816328
denzel valentine,76.0,220.0,1993-11-16,6,26.776315789473685
stephen zimmerman,84.0,240.0,1996-09-09,2,23.91156462585034
ron baker,76.0,220.0,1993-03-30,3,26.776315789473685
jaylen brown,78.0,223.0,1996-10-24,9,25.76742274819198
deandre' bembry,77.0,210.0,1994-07-04,6,24.899645808736718
joel bolomboy,81.0,235.0,1994-01-28,2,25.17985063252553
malcolm brogdon,76.0,229.0,1992-12-11,10,27.87171052631579
cheick diallo,80.0,219.0,1996-09-13,6,24.05578125
kay felder,69.0,176.0,1995-03-29,3,25.98781768536022
daniel hamilton,79.0,195.0,1995-08-08,3,21.965229931100787
aj hammons,84.0,260.0,1992-08-27,2,25.90419501133787
jake layman,80.0,209.0,1994-03-07,7,22.95734375
patrick mccaw,79.0,181.0,1995-10-25,6,20.388239064252524
georges niang,79.0,230.0,1993-06-17,10,25.90770709822144
chinanu onuaku,82.0,245.0,1996-11-01,3,25.614961332540155
marcus paige,72.0,164.0,1993-09-11,2,22.23996913580247
gary payton ii,74.0,195.0,1992-12-01,9,25.033783783783782
malachi richardson,78.0,205.0,1996-01-05,3,23.687541091387246
wayne selden,76.0,232.0,1994-09-30,4,28.236842105263158
